item_root,group_file,id,name,desc,has_icon,has_icon_raw,price,cash_flag,slot_max,xml_relpath,png_dir_relpath,icon_png_relpath,icon_raw_png_relpath
Etc,0403,4031302,Sea Trash,"A filthy, dirty can of trash that pollutes the sea.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031302/info,Item/Item.wz/Etc/0403.img/04031302/info/icon.png,Item/Item.wz/Etc/0403.img/04031302/info/iconRaw.png
Etc,0403,4031303,Storage Key,An elegantly designed key with a large jewel in the center.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031303/info,Item/Item.wz/Etc/0403.img/04031303/info/icon.png,Item/Item.wz/Etc/0403.img/04031303/info/iconRaw.png
Etc,0403,4031304,Invitation to Aquarium,An invitation to Aquarium that Ronnie lost.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031304/info,Item/Item.wz/Etc/0403.img/04031304/info/icon.png,Item/Item.wz/Etc/0403.img/04031304/info/iconRaw.png
Etc,0403,4031305,Birthday Candle,A candle for birthday cakes. Used for MapleStory Anniversary Event.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031305/info,Item/Item.wz/Etc/0403.img/04031305/info/icon.png,Item/Item.wz/Etc/0403.img/04031305/info/iconRaw.png
Etc,0403,4031306,Birthday Present (Red),A box that may contain a birthday present. No one knows what's inside the box... Used for MapleStory Anniversary Event.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031306/info,Item/Item.wz/Etc/0403.img/04031306/info/icon.png,Item/Item.wz/Etc/0403.img/04031306/info/iconRaw.png
Etc,0403,4031307,Birthday Present (Blue),A box that may contain a birthday present. No one knows what's inside the box... Used for MapleStory Anniversary Event.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031307/info,Item/Item.wz/Etc/0403.img/04031307/info/icon.png,Item/Item.wz/Etc/0403.img/04031307/info/iconRaw.png
Etc,0403,4031308,Cloud Sprayer,"A sprayer normally used to water the flowers, but instead sprays clouds.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031308/info,Item/Item.wz/Etc/0403.img/04031308/info/icon.png,Item/Item.wz/Etc/0403.img/04031308/info/iconRaw.png
Etc,0403,4031309,Cloud Piece,A piece of the cloud torn apart from a corner of the Orbis Cloud.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031309/info,Item/Item.wz/Etc/0403.img/04031309/info/icon.png,Item/Item.wz/Etc/0403.img/04031309/info/iconRaw.png
Etc,0403,4031310,Aquaroad Photo Album,A photo album full of gorgeous pictures that capture the true beauty of ocean.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031310/info,Item/Item.wz/Etc/0403.img/04031310/info/icon.png,Item/Item.wz/Etc/0403.img/04031310/info/iconRaw.png
Etc,0403,4031311,Snow Crystal,A snow crystal that's ready to melt any minute.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031311/info,Item/Item.wz/Etc/0403.img/04031311/info/icon.png,Item/Item.wz/Etc/0403.img/04031311/info/iconRaw.png
Etc,0403,4031312,Snow Crystal Sphere,"A beautiful snow crystal that's wrapped around in transparent, protective sphere.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031312/info,Item/Item.wz/Etc/0403.img/04031312/info/icon.png,Item/Item.wz/Etc/0403.img/04031312/info/iconRaw.png
Etc,0403,4031315,Tree Cutter's Steel Axe,A lost axe from the tree cutter. This item should be returned to its rightful owner.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031315/info,Item/Item.wz/Etc/0403.img/04031315/info/icon.png,Item/Item.wz/Etc/0403.img/04031315/info/iconRaw.png
Etc,0403,4031316,Chil Sung's Steel Axe,A lost axe from Chil Sung of Korean Folk Town.,1,1,12,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031316/info,Item/Item.wz/Etc/0403.img/04031316/info/icon.png,Item/Item.wz/Etc/0403.img/04031316/info/iconRaw.png
Etc,0403,4031317,Tree's Steel Axe,A lost axe from a fella named 'Tree'.,1,1,12,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031317/info,Item/Item.wz/Etc/0403.img/04031317/info/icon.png,Item/Item.wz/Etc/0403.img/04031317/info/iconRaw.png
Etc,0403,4031318,Chil Nam's Steel Axe,A lost axe from Chil Nam of Korean Folk Town.,1,1,12,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031318/info,Item/Item.wz/Etc/0403.img/04031318/info/icon.png,Item/Item.wz/Etc/0403.img/04031318/info/iconRaw.png
Etc,0403,4031319,Steel Axe for Tree Cutters,A steel axe only used by tree cutters.,1,1,12,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031319/info,Item/Item.wz/Etc/0403.img/04031319/info/icon.png,Item/Item.wz/Etc/0403.img/04031319/info/iconRaw.png
Etc,0403,4031320,Broken Steel Axe,"An old, rusty broken axe.",1,1,12,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031320/info,Item/Item.wz/Etc/0403.img/04031320/info/icon.png,Item/Item.wz/Etc/0403.img/04031320/info/iconRaw.png
Etc,0403,4031321,Sea Trash,"A filthy, dirty can of trash that pollutes the sea.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031321/info,Item/Item.wz/Etc/0403.img/04031321/info/icon.png,Item/Item.wz/Etc/0403.img/04031321/info/iconRaw.png
Etc,0403,4031322,Coca Fruit,Coca fruit that is used to make the secret ingredient for Coca-Cola.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031322/info,Item/Item.wz/Etc/0403.img/04031322/info/icon.png,Item/Item.wz/Etc/0403.img/04031322/info/iconRaw.png
Etc,0403,4031323,CO2,CO2 that is used to make the secret ingredient for Coca-Cola.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031323/info,Item/Item.wz/Etc/0403.img/04031323/info/icon.png,Item/Item.wz/Etc/0403.img/04031323/info/iconRaw.png
Etc,0403,4031324,Caramel,Caramel that is used to make the secret ingredient for Coca-Cola.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031324/info,Item/Item.wz/Etc/0403.img/04031324/info/icon.png,Item/Item.wz/Etc/0403.img/04031324/info/iconRaw.png
Etc,0403,4031325,Secret Coca-Cola Liquid,"Secret ingredient that is used to make Coca-Cola.  I should take it to the North Polar bear, Poach, since he likes Coca-Cola.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031325/info,Item/Item.wz/Etc/0403.img/04031325/info/icon.png,Item/Item.wz/Etc/0403.img/04031325/info/iconRaw.png
Etc,0403,4031330,Ticket to Leafre (Basic),A basic ticket to Leafre... This ticket is needed to get on the ride to Leafre.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031330/info,Item/Item.wz/Etc/0403.img/04031330/info/icon.png,Item/Item.wz/Etc/0403.img/04031330/info/iconRaw.png
Etc,0403,4031331,Ticket to Leafre (Reg),A regular ticket to Leafre... This ticket is needed to get on the ride to Leafre.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031331/info,Item/Item.wz/Etc/0403.img/04031331/info/icon.png,Item/Item.wz/Etc/0403.img/04031331/info/iconRaw.png
Etc,0403,4031332,Certificate of 1-straight Win,"A document certifying 1 straight win in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,100,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031332/info,Item/Item.wz/Etc/0403.img/04031332/info/icon.png,Item/Item.wz/Etc/0403.img/04031332/info/iconRaw.png
Etc,0403,4031333,Certificate of 2-straight Wins,"A document certifying 2 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,200,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031333/info,Item/Item.wz/Etc/0403.img/04031333/info/icon.png,Item/Item.wz/Etc/0403.img/04031333/info/iconRaw.png
Etc,0403,4031334,Certificate of 3-straight Wins,"A document certifying 3 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,300,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031334/info,Item/Item.wz/Etc/0403.img/04031334/info/icon.png,Item/Item.wz/Etc/0403.img/04031334/info/iconRaw.png
Etc,0403,4031335,Certificate of 4-straight Wins,"A document certifying 4 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,400,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031335/info,Item/Item.wz/Etc/0403.img/04031335/info/icon.png,Item/Item.wz/Etc/0403.img/04031335/info/iconRaw.png
Etc,0403,4031336,Certificate of 5-straight Wins,"A document certifying 5 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,500,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031336/info,Item/Item.wz/Etc/0403.img/04031336/info/icon.png,Item/Item.wz/Etc/0403.img/04031336/info/iconRaw.png
Etc,0403,4031337,Certificate of 6-straight Wins,"A document certifying 6 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,600,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031337/info,Item/Item.wz/Etc/0403.img/04031337/info/icon.png,Item/Item.wz/Etc/0403.img/04031337/info/iconRaw.png
Etc,0403,4031338,Certificate of 7-straight Wins,"A document certifying 7 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,700,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031338/info,Item/Item.wz/Etc/0403.img/04031338/info/icon.png,Item/Item.wz/Etc/0403.img/04031338/info/iconRaw.png
Etc,0403,4031339,Certificate of 8-straight Wins,"A document certifying 8 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,800,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031339/info,Item/Item.wz/Etc/0403.img/04031339/info/icon.png,Item/Item.wz/Etc/0403.img/04031339/info/iconRaw.png
Etc,0403,4031340,Certificate of 9-straight Wins,"A document certifying 9 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,900,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031340/info,Item/Item.wz/Etc/0403.img/04031340/info/icon.png,Item/Item.wz/Etc/0403.img/04031340/info/iconRaw.png
Etc,0403,4031341,Certificate of 10-straight Wins,"A document certifying 10 straight wins in Rock, Paper, Scissors. Take the ticket to the NPC's Paul, Jean, Martin, or Tony to exchange to another item.",1,1,1000,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031341/info,Item/Item.wz/Etc/0403.img/04031341/info/icon.png,Item/Item.wz/Etc/0403.img/04031341/info/iconRaw.png
Etc,0403,4031342,Certificate of Switch,A letter or recommendation that the Chieves in El Nath write to the priest living in Minar Forest.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031342/info,Item/Item.wz/Etc/0403.img/04031342/info/icon.png,Item/Item.wz/Etc/0403.img/04031342/info/iconRaw.png
Etc,0403,4031343,The Heroic Pentagon,A five-sided pendant that signfies the heroic nature of the owner.,1,1,500,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031343/info,Item/Item.wz/Etc/0403.img/04031343/info/icon.png,Item/Item.wz/Etc/0403.img/04031343/info/iconRaw.png
Etc,0403,4031344,The Heroic Star,A star-shaped pendant to represent heroicism and other good qualities in life.,1,1,500,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031344/info,Item/Item.wz/Etc/0403.img/04031344/info/icon.png,Item/Item.wz/Etc/0403.img/04031344/info/iconRaw.png
Etc,0403,4031345,Pure Water of Protection,An item Tatamo requested for Grendel the Really Old. Drop the water on top of an item to kick in the protective spell.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031345/info,Item/Item.wz/Etc/0403.img/04031345/info/icon.png,Item/Item.wz/Etc/0403.img/04031345/info/iconRaw.png
Etc,0403,4031346,Magic Seed,A vegetable seed with the magical power hidden inside. It has an ability to connect from one space to another.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031346/info,Item/Item.wz/Etc/0403.img/04031346/info/icon.png,Item/Item.wz/Etc/0403.img/04031346/info/iconRaw.png
Etc,0403,4031347,Toy Castle Present,A toy castle full of presents as a gesture of goodwill from Ludibrium to Leafre.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031347/info,Item/Item.wz/Etc/0403.img/04031347/info/icon.png,Item/Item.wz/Etc/0403.img/04031347/info/iconRaw.png
Etc,0403,4031348,Secret Spell Scroll,"A scroll that contains an unknown secret.  In the hands of someone who knows how to use the scroll, it can unlock enormous power.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031348/info,Item/Item.wz/Etc/0403.img/04031348/info/icon.png,Item/Item.wz/Etc/0403.img/04031348/info/iconRaw.png
Etc,0403,4031352,Pink Yeti Doll,"A PINK Yeti doll, unlike other Yeti dolls.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031352/info,Item/Item.wz/Etc/0403.img/04031352/info/icon.png,Item/Item.wz/Etc/0403.img/04031352/info/iconRaw.png
Etc,0403,4031353,Music Box,A secret present for Jay Chou's secret lover.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031353/info,Item/Item.wz/Etc/0403.img/04031353/info/icon.png,Item/Item.wz/Etc/0403.img/04031353/info/iconRaw.png
Etc,0403,4031354,Necklace,Women love wearing this as an accessory.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031354/info,Item/Item.wz/Etc/0403.img/04031354/info/icon.png,Item/Item.wz/Etc/0403.img/04031354/info/iconRaw.png
Etc,0403,4031355,Porridge,"A hot bowl of porridige, mixed with chicken.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031355/info,Item/Item.wz/Etc/0403.img/04031355/info/icon.png,Item/Item.wz/Etc/0403.img/04031355/info/iconRaw.png
Etc,0403,4031356,Christine's Introduction letter,A letter written by Christine. I better get this to the Grandpa at the fruit market.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031356/info,Item/Item.wz/Etc/0403.img/04031356/info/icon.png,Item/Item.wz/Etc/0403.img/04031356/info/iconRaw.png
Etc,0403,4031357,Moonstone Engagement Ring Box (Empty),"Empty engagement ring box. Has no ring, required for marriage.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031357/info,Item/Item.wz/Etc/0403.img/04031357/info/icon.png,Item/Item.wz/Etc/0403.img/04031357/info/iconRaw.png
Etc,0403,4031358,Moonstone Engagement Ring,Engagement Ring made of Moon Rock. This is the actual ring design. There is a diamond in the center. Required for marriage.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031358/info,Item/Item.wz/Etc/0403.img/04031358/info/icon.png,Item/Item.wz/Etc/0403.img/04031358/info/iconRaw.png
Etc,0403,4031359,Star gem Engagement Ring Box (Empty),"Empty engagement ring box. Has no ring, required for marriage.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031359/info,Item/Item.wz/Etc/0403.img/04031359/info/icon.png,Item/Item.wz/Etc/0403.img/04031359/info/iconRaw.png
Etc,0403,4031360,Star gem Engagement Ring,Engagement Ring made of Star Rock. This is the actual ring design. There is a diamond in the center. Required for marriage.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031360/info,Item/Item.wz/Etc/0403.img/04031360/info/icon.png,Item/Item.wz/Etc/0403.img/04031360/info/iconRaw.png
Etc,0403,4031361,Golden Heart Engagement Ring Box (Empty),"Empty engagement ring box. Has no ring, required for marriage.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031361/info,Item/Item.wz/Etc/0403.img/04031361/info/icon.png,Item/Item.wz/Etc/0403.img/04031361/info/iconRaw.png
Etc,0403,4031362,Golden Heart Engagement Ring,Engagement Ring made of gold. This is the actual ring design. There is a diamond in the center. Required for marriage.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031362/info,Item/Item.wz/Etc/0403.img/04031362/info/icon.png,Item/Item.wz/Etc/0403.img/04031362/info/iconRaw.png
Etc,0403,4031363,Silver Swan Engagement Ring Box (Empty),"Empty engagement ring box. Has no ring, required for marriage.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031363/info,Item/Item.wz/Etc/0403.img/04031363/info/icon.png,Item/Item.wz/Etc/0403.img/04031363/info/iconRaw.png
Etc,0403,4031364,Silver Swan Engagement Ring,Engagement Ring made of silver. This is the actual ring design. There is a diamond in the center. Required for marriage.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031364/info,Item/Item.wz/Etc/0403.img/04031364/info/icon.png,Item/Item.wz/Etc/0403.img/04031364/info/iconRaw.png
Etc,0403,4031367,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031367/info,Item/Item.wz/Etc/0403.img/04031367/info/icon.png,Item/Item.wz/Etc/0403.img/04031367/info/iconRaw.png
Etc,0403,4031368,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031368/info,Item/Item.wz/Etc/0403.img/04031368/info/icon.png,Item/Item.wz/Etc/0403.img/04031368/info/iconRaw.png
Etc,0403,4031369,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031369/info,Item/Item.wz/Etc/0403.img/04031369/info/icon.png,Item/Item.wz/Etc/0403.img/04031369/info/iconRaw.png
Etc,0403,4031370,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031370/info,Item/Item.wz/Etc/0403.img/04031370/info/icon.png,Item/Item.wz/Etc/0403.img/04031370/info/iconRaw.png
Etc,0403,4031371,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031371/info,Item/Item.wz/Etc/0403.img/04031371/info/icon.png,Item/Item.wz/Etc/0403.img/04031371/info/iconRaw.png
Etc,0403,4031372,Proof of Love,Proof of Love that Nana makes for the couples. There is a cupid bow attached to a heart,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031372/info,Item/Item.wz/Etc/0403.img/04031372/info/icon.png,Item/Item.wz/Etc/0403.img/04031372/info/iconRaw.png
Etc,0403,4031373,Parent's Blessing,A sign that symbolizes the blessings received from Mom and Dad. You need this to ask high priest for preside at the wedding.,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031373/info,Item/Item.wz/Etc/0403.img/04031373/info/icon.png,Item/Item.wz/Etc/0403.img/04031373/info/iconRaw.png
Etc,0403,4031374,Officiator's Permission,Proof that couple got permission from High Priest John to officiate at their wedding.	Etc,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031374/info,Item/Item.wz/Etc/0403.img/04031374/info/icon.png,Item/Item.wz/Etc/0403.img/04031374/info/iconRaw.png
Etc,0403,4031375,Premium Cathedral Reservation Receipt ,Receipt that proves that a couple made reservations at the Cathedral. Required for Cathedral Wedding,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031375/info,Item/Item.wz/Etc/0403.img/04031375/info/icon.png,Item/Item.wz/Etc/0403.img/04031375/info/iconRaw.png
Etc,0403,4031376,Premium Chapel Reservation Receipt,Receipt that proves that couples made reservations at the Vegas Chapel. Required for Chapel Wedding,1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031376/info,Item/Item.wz/Etc/0403.img/04031376/info/icon.png,Item/Item.wz/Etc/0403.img/04031376/info/iconRaw.png
Etc,0403,4031377,Invitation - Chapel,"A Wedding Invitation. Only the people you invite will be able to come into your Wedding ceremony. To invite someone, simply #cDouble-Click# the invitation and put the character name you want to invite. Please check your spelling for the character name before sending.",1,1,1,,100,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031377/info,Item/Item.wz/Etc/0403.img/04031377/info/icon.png,Item/Item.wz/Etc/0403.img/04031377/info/iconRaw.png
Etc,0403,4031382,Party Dress,A beautiful dress made by the wife of Puyai Lee's.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031382/info,Item/Item.wz/Etc/0403.img/04031382/info/icon.png,Item/Item.wz/Etc/0403.img/04031382/info/iconRaw.png
Etc,0403,4031383,Defense Squad Enrollment Permission,A document that acknowledges one as a Floating Market Defense Squad member,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031383/info,Item/Item.wz/Etc/0403.img/04031383/info/icon.png,Item/Item.wz/Etc/0403.img/04031383/info/iconRaw.png
Etc,0403,4031384,Defense Squad Enrollment Permission,A document that acknowledges one as a Floating Market Defense Squad member,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031384/info,Item/Item.wz/Etc/0403.img/04031384/info/icon.png,Item/Item.wz/Etc/0403.img/04031384/info/iconRaw.png
Etc,0403,4031385,Defense Squad Enrollment Permission,A document that acknowledges one as a Floating Market Defense Squad member,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031385/info,Item/Item.wz/Etc/0403.img/04031385/info/icon.png,Item/Item.wz/Etc/0403.img/04031385/info/iconRaw.png
Etc,0403,4031386,Defense Squad Enrollment Permission,A document that acknowledges one as a Floating Market Defense Squad member,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031386/info,Item/Item.wz/Etc/0403.img/04031386/info/icon.png,Item/Item.wz/Etc/0403.img/04031386/info/iconRaw.png
Etc,0403,4031387,Defense Squad Enrollment Permission,A document that acknowledges one as a Floating Market Defense Squad member,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031387/info,Item/Item.wz/Etc/0403.img/04031387/info/icon.png,Item/Item.wz/Etc/0403.img/04031387/info/iconRaw.png
Etc,0403,4031388,Kid's Key,A key used by Kid.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031388/info,Item/Item.wz/Etc/0403.img/04031388/info/icon.png,Item/Item.wz/Etc/0403.img/04031388/info/iconRaw.png
Etc,0403,4031391,Fake Blueprint,A fake blueprint that poorly copied that of a legendary invention.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031391/info,Item/Item.wz/Etc/0403.img/04031391/info/icon.png,Item/Item.wz/Etc/0403.img/04031391/info/iconRaw.png
Etc,0403,4031392,Face Lotion,"Lisa's face lotion, the most expensive one of its kind.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031392/info,Item/Item.wz/Etc/0403.img/04031392/info/icon.png,Item/Item.wz/Etc/0403.img/04031392/info/iconRaw.png
Etc,0403,4031395,Invitation - Cathedral,"A Wedding Invitation. Only the people you invite will be able to come into your Wedding ceremony. To invite someone, simply #cDouble-Click# the invitation and put the character name you want to invite. Please check your spelling for the character name before sending.",1,1,1,,100,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031395/info,Item/Item.wz/Etc/0403.img/04031395/info/icon.png,Item/Item.wz/Etc/0403.img/04031395/info/iconRaw.png
Etc,0403,4031400,Papaya,A tropical fruit with a pleasant smell that has lots of seeds in it.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031400/info,Item/Item.wz/Etc/0403.img/04031400/info/icon.png,Item/Item.wz/Etc/0403.img/04031400/info/iconRaw.png
Etc,0403,4031401,Rose Apple,A red tropical fruit that is both sweet and sour at the same time. Can also be used as an ingredient for jello and cocktail.,1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031401/info,Item/Item.wz/Etc/0403.img/04031401/info/icon.png,Item/Item.wz/Etc/0403.img/04031401/info/iconRaw.png
Etc,0403,4031405,Glass Shoes,"A beautiful, sparkling glass shoes apparently made by the fairies.",1,1,1,,,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031405/info,Item/Item.wz/Etc/0403.img/04031405/info/icon.png,Item/Item.wz/Etc/0403.img/04031405/info/iconRaw.png
Etc,0403,4031406,Invitation - Chapel,"A Wedding Invitation. Only the people invited can enter the Special Wedding. For detailed information, please Double-Click this invitation. Also, if the Wedding for this invitation is started, #cDouble-Click# the item as well to instantly enter the Wedding.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031406/info,Item/Item.wz/Etc/0403.img/04031406/info/icon.png,Item/Item.wz/Etc/0403.img/04031406/info/iconRaw.png
Etc,0403,4031407,Invitation - Cathedral,"A Wedding Invitation. Only the people invited can enter the Special Wedding. For detailed information, please Double-Click this invitation. Also, if the Wedding for this invitation is started, #cDouble-Click# the item as well to instantly enter the Wedding.",1,1,1,,1,Item/Item.wz/Etc/0403.img.xml,Item/Item.wz/Etc/0403.img/04031407/info,Item/Item.wz/Etc/0403.img/04031407/info/icon.png,Item/Item.wz/Etc/0403.img/04031407/info/iconRaw.png
